name,address,lat,lng,scale,contact,web,description,source,tags
Squat et autogestion comme alternative aux foyers d’urgence,Toulouse,43.5881157,1.4590353,,,http://www.tourdefrancedesalternatives.fr/alternatives/squat-autogestion-alternative-foyers/ - http://creatoulouse.squat.net/,"CREA - A Toulouse, des personnes dorment et meurent encore dans la rue alors que des milliers de logements sont vides. Un groupe de squatteurs a décidé de lutter contre cette aberration en ouvrant des centres sociaux autogérés dans des squats. A l'intérieur, les habitants organisent ensemble le quotidien sans aucune subvention.",tour,subsist home
Le village (alternatif) des « gueules cassées »,Pau (64),43.3204613,-0.4300079,,,http://www.tourdefrancedesalternatives.fr/alternatives/le-village-alternatif-des-gueules-cassees/ - http://www.emmaus-lescar-pau.com/,"Communauté Emmaüs Lescar-Pau - Une ferme, une épicerie, des wagons de train aménagés en dortoirs, des maisons à l'architecture délirante... Bienvenue dans le village alternatif d'Emmaüs Lescar-Pau qui accueille depuis 30 ans des exclus du système et tend à recréer une micro société préservée du <em>« consumérisme et du productivisme ».</em>",tour,group home
Changer de monnaie pour changer le monde,Toulouse,43.5680389,1.3925815,,,http://www.tourdefrancedesalternatives.fr/alternatives/changer-monnaie-changer-monde/ - http://www.sol-violette.fr/,"Sol Violette - Relocaliser les échanges, redonner du sens à l'économie, freiner l'accumulation d'argent et remettre à plat le système bancaire... Vous n'imaginez pas tout ce que les monnaies complémentaires peuvent faire pour vous !",tour,economy
Et si vous construisiez votre éolienne (en bois) ?,Villefranche de Lauragais (31),43.3991165,1.718634,,,http://www.tourdefrancedesalternatives.fr/alternatives/construire-eolienne-bois/ - http://www.tripalium.org/,"Tripalium - Rien n'échappe à la mode du Do it Yourself (faîtes-le vous-même), pas même l'énergie. Une association propose en effet à Mr et Me tout le monde d'apprendre à construire eux-mêmes leur propre éolienne. Ainsi, tout un chacun peut être acteur de la transition énergétique.",tour,object tech energy
Quand les artistes se mettent à l’autogestion,Montpellier,43.6107674,3.8767159,,,http://www.tourdefrancedesalternatives.fr/alternatives/autogestion-artistes/ - http://goo.gl/lku6ED,"Atelier d'artistes autogéré - Corentin, artiste, musicien et professeur a eu l’idée de créer des ateliers artistiques…pour et entre artistes d'origines et de disciplines différentes afin qu'ils mutualisent leurs compétences ! Il met alors en place un atelier autogéré, pluridisciplinaire et participatif au sein duquel, chaque participant est à la fois professeur et apprenant…",tour,creation education
Ils mutualisent leurs savoir-faire entre 10 colocations,Montpellier,43.6383629,3.8705862,,,http://www.tourdefrancedesalternatives.fr/alternatives/ils-mutualisent-leurs-savoir-faire-entre-10-colocations/ - http://www.onpassealacte.fr/initiative.mutualisation-des-colocations.reseau-mutualisation.85782953600.html,"Mutualisation entre colocs - A Montpellier, une dizaine de colocations se sont réunies et ont décidé de mutualiser savoir, biens et compétences. L'occasion pour chacun des 50 colocs de réfléchir à ce qu'il peut apporter aux autres, de passer des moments conviviaux, mais aussi de se former à la cuisine, au bricolage ou à l'informatique.",tour,home education
Et si vous accouchiez dans votre salon ?,Le Vigan (30),43.9929276,3.6063221,,,http://www.tourdefrancedesalternatives.fr/alternatives/accouchement-domicile/,"Le Vigan - Dans le monde, 90% des naissances ont lieu à domicile. En France, cette pratique est marginale et souvent considérée comme un retour en arrière. Pourtant, de plus en plus de femmes désireuses de se réapproprier ce moment se lancent dans l'aventure.",tour,genre love
"Rouler sans pétrole, c’est possible",Lubéron,43.7909927,5.2096958,,,http://www.tourdefrancedesalternatives.fr/alternatives/rouler-sans-petrole/ - http://upte.over-blog.com/,"Université populaire de la transition - Désireux de développer une alternative à la voiture, Aodrenn a construit un véhicule solaire doté d'une autonomie de 200 km. Et selon lui, <em>""tout le monde peut le faire""</em>.",tour,move
Quand les SDF s’auto-organisent,Fréjus,43.4331512,6.7370338,,,http://www.tourdefrancedesalternatives.fr/alternatives/entraide-entre-sdf/ - http://assoalice.wordpress.com,"Alice - Aide-toi et le ciel t'aidera. Tel pourrait être la devise de l'association Alice qui aide les SDF de la côte d'azur à s'auto-organiser, de la gestion d'un lieu de vie collectif à l'organisation de l'aide alimentaire pour d'autres sans-abris.",tour,subsist eat home
Un collectif citoyen tente de se réapproprier son quartier,Marseille,43.2964821,5.3697801,,,http://www.tourdefrancedesalternatives.fr/alternatives/citoyen-reapproprier-quartier/ - http://brouettesetcompagnie.wordpress.com/,"Brouettes et Compagnie - Afin d'améliorer leur cadre de vie sans attendre une hypothétique action de la municipalité, un collectif d'habitants d'un quartier populaire de Marseille multiplie les actions concrètes. Au programme, Troc de livres, végétalisation de la ville, et mobilisation festive pour améliorer les transports publics.",tour,object
Le Zeybu solidaire : revitaliser son quartier grâce à une épicerie,Eybens (38),45.1477127,5.750144,,,http://www.tourdefrancedesalternatives.fr/alternatives/zeybu-epicerie-transforme-quartier/ - http://lesamisduzeybu.free.fr/,"Zeybu solidaire - Un local, des producteurs locaux, et la volonté de quelques personnes de redynamiser un quartier populaire. Tels sont les ingrédients qui ont été  nécessaires à la création du Zeybu solidaire, une épicerie autogérée qui, en plus de proposer des produits sains, locaux et accessibles à ses adhérents contribue à créer du lien social.",tour,eat economy
Ecolieu du Portail : vivre et travailler autrement,Torpes (71),46.8430672,5.337173,,,http://www.tourdefrancedesalternatives.fr/alternatives/vivre-travailler-autrement/ - http://tri-lingual-farming.blogspot.fr/p/ferme-du-jointout.html,"Ecolieu du Portail - Ils ne se connaissaient pas mais partageaient un même projet : habiter un logement groupé autoconstruit et écologique. Alors ils se sont rassemblés et ont créé l'écolieu du Jointout, un espace à la frontière entre regroupement agricole et lieu de vie collectif.",tour,home
"L’autogestion, ça marche !",Fontaine (38),45.1927528,5.688211,,,http://www.tourdefrancedesalternatives.fr/alternatives/autogestion-ca-marche/ - http://www.la-peniche.fr,"La Péniche - Malgré l'absence de chef et un salaire égal pour tous les salariés, l'entreprise autogérée La Péniche affiche des résultats au beau fixe. Ils prouvent ainsi qu'il est possible d'être efficace sans être surveillé par un <em>""petit chef"".</em>",tour,economy
Elections européennes : et si vous votiez pour vous ?,Grenoble,45.18853,5.724524,,,http://www.tourdefrancedesalternatives.fr/alternatives/elections-europeennes-votez-pour-vous/ - http://www.democratiereelle.eu/,"Contre Election européenne - Aux prochaines élections européennes, vous aurez la possibilité de voter pour des candidats dont la seule promesse est de consulter les citoyens par référendum avant chaque vote au Parlement.",tour,politics
Et si on habitait autrement ?,,44.7510376,5.3705359,,,http://www.tourdefrancedesalternatives.fr/alternatives/habiter-autremen/ - http://www.habiterre.org,Habiterre - Vivre ensemble en préservant l'intimité de chacun tout en réduisant son impact écologique. Tel est le pari que se sont lancés les membres de l'habitat groupé Habiterre qui a vu le jour en mai 2011 dans la Drôme.,tour,home
1083 : le pari gagnant du made in France,,45.0442352,5.0527349,,,http://www.tourdefrancedesalternatives.fr/alternatives/1083-pari-made-in-france/ - http://www.1083.fr/,"Avec 1083, sa marque de chaussures et de jeans 100% made in France, Thomas lutte à sa façon contre la mondialisation et la désindustrialisation et prouve qu'il est encore possible de produire et de vendre des vêtements en France.",tour,object
"A Chambéry, des citoyens veulent mettre en place une « vraie démocratie »",Chambéry,45.5646019,5.9177809,,,http://www.tourdefrancedesalternatives.fr/alternatives/chambery-vraie-democratie/ - http://www.municipales2014chambery.fr,"Chambéry municipales 2014 - A Chambéry, les municipales de 2014 pourraient être les dernières. C'est en tout cas ce que souhaite une poignée d'indignés qui tente de constituer une liste pour les élections dont le but est de mettre en place une vraie démocratie s'inspirant de l'expérience Athénienne.",tour,politics
Et si vous embauchiez un « fermier de famille » ?,Lucinges (74),46.1537018,6.3080339,,,http://www.tourdefrancedesalternatives.fr/alternatives/fermier-de-famille/ - http://www.lapenseesauvage.org/,"GAEC La pensé sauvage - Afin de ne pas être esclaves de leur travail et de s'assurer un salaire minimum, des paysans ont opté pour la vente directe. 100% de la production est prépayée par les consommateurs, sur le modèle des fermiers de famille québecois.",tour,agriculture eat
Généralistes et citoyens s’allient pour lutter contre les déserts médicaux,Roanne,46.0344315,4.0726948,,,http://www.tourdefrancedesalternatives.fr/alternatives/generalistes-citoyens-sallient-pour-lutter-contre-les-deserts-medicaux/ - http://goo.gl/7CNR4b,"Médecine générale du Roannais - Les déserts médicaux altèrent aussi bien l'accès aux soins des patients que les conditions d'exercice des médecins généralistes. A Roanne, ville particulièrement touchée, généralistes et citoyens ont décidé de travailler ensemble pour lutter contre ce fléau.",tour,health
Et si on travaillait autrement ?,Saint-Etienne,45.4396935,4.3871779,,,http://www.tourdefrancedesalternatives.fr/alternatives/travailler-autrement/ - http://www.comptoir-numerique.fr/,"Comptoir numérique - Faire travailler des personnes d'horizons professionnels différents dans un même endroit afin de faciliter la coopération. Tel est l'objectif des espaces de coworking, lieux d'innovations économique et sociale qui réinventent notre rapport au travail.",tour,web
Pirate box : une alternative à un Internet de plus en plus surveillé,Clermont-Ferrand,45.7772217,3.0870249,,,http://www.tourdefrancedesalternatives.fr/alternatives/pirate-box-alternative-internet/ - http://piratebox.c.la/,"Pirate box - Partager des fichiers en tout anonymat sans passer par Internet, c'est possible ! Grâce à la Pirate Box, tout un chacun peut construire un réseau local d'échange de données totalement sécurisé pour moins de 40 €.",tour,web
La jardinière qui voulait protéger nos semences,,47.2779083,2.698899,,,http://www.tourdefrancedesalternatives.fr/alternatives/la-jardiniere-qui-voulait-proteger-nos-semences/,"Potage & Gourmands - Du fond de son jardin, Nathanaelle lutte contre les géants de l'agro-industrie. Cette ancienne citadine s'est lancée dans la préservation de variétés de légumes anciens afin de protéger la biodiversité et favoriser notre autonomie alimentaire.",tour,agriculture
Péniche Cancale : La culture de la coopérative,,47.3220482,5.0414801,,,http://www.tourdefrancedesalternatives.fr/alternatives/peniche-culture-pour-tous/ - http://penichecancale.com/,"Péniche Cancale - La Péniche Cancale ce n'est pas seulement un bar-concert sur l'eau. Cette ""coopérative culturelle et solidaire"" proclamée d'intérêt collectif s'engage à soutenir la scène artistique régionale et les producteurs locaux tout en redynamisant un quartier. Embarquez dans une entreprise pas comme les autres.",tour,creation
"La démocratie, ça marche !",Vaudoncourt,47.4817238,6.8406148,,,http://www.tourdefrancedesalternatives.fr/alternatives/vandoncourt/,"Vaudoncourt - Des élus qui écoutent les citoyens, des citoyens qui participent vraiment à la décision, des référendums qui tranchent quand aucune solution nette n’émerge ? Mais si, c’est possible. Ça s’appelle la démocratie. Et ça marche très bien, comme à Vandoncourt, commune de 800 habitants près de la frontière suisse qui expérimente depuis plus de quarante ans la démocratie participative.",tour,politics
Agir concrètement contre le nucléaire,Ostheim (68),48.1601257,7.3694801,,,http://www.tourdefrancedesalternatives.fr/alternatives/maison-autonome-energie/ - http://www.bickel.fr,"René Bickel - Plutôt que de manifester contre le nucléaire, René Bickel a décidé d'agir à son échelle pour limiter sa dépendance à l'énergie atomique. Avec sa femme, il a donc construit une maison quasiment autonome en énergie.",tour,home energy
Le laboratoire du partage,Mulhouse,47.7508392,7.3358879,,,http://www.tourdefrancedesalternatives.fr/alternatives/laboratoire-du-partage/ - http://technistub.fr/,"Technistub - Plutôt que de rester bricoler au fond de leur garage, quelques bidouilleurs ont décidé de mutualiser moyens et connaissances. Dans leur atelier appelé Fablab (laboratoire de fabrication), chacun est invité à venir pour apprendre à fabriquer ou réparer plutôt que d'acheter ou de jeter. En plus de militer concrètement pour le réemploi, ils s'inscrivent dans une logique de partage des savoirs.",tour,object tech
Hackez votre bicyclette,Strasbourg,48.5779762,7.75072,,,http://www.tourdefrancedesalternatives.fr/alternatives/hackez-votre-bicyclette/ - http://www.bretzselle.org/,"Association Bretz'selle - Votre bicyclette est cassée ? Plutôt que de la jeter et d'en acheter une nouvelle, optez pour le Do it Yourself (Faîtes-le vous même) et apprenez à le remettre en état grâce aux ateliers d'auto-réparation de vélo organisés par l'association Bretz'selle à Strasbourg. En plus de participer à la transmission de savoir dans la bonne humeur, l'association participe concrètement à la promotion de l'usage du vélo en ville.",tour,move object tech
Quand la lutte contre le gaspillage crée du lien social,Lille,50.6356583,3.1155255,,,http://www.tourdefrancedesalternatives.fr/alternatives/lutte-contre-gaspillage-lien-social/ - https://www.facebook.com/latente.desglaneurs?ref=ts&fref=ts,"Tente des glaneurs - En France le gaspillage alimentaire représente 260 kg de nourriture par an et par personne. Afin de lutter contre cette gabegie, la Tente des glaneurs récupère des produits auprès des commerçants du marché et les redistribue de manière équitable tout en recréant du lien social.",tour,eat
La fabrique de citoyens cultivés,Mons-en-Baroeul (59),50.6420059,3.1076729,,,http://www.tourdefrancedesalternatives.fr/alternatives/la-fabrique-de-citoyens-cultives/ - http://www.icem-pedagogie-freinet.org/une-education-populaire-en-pratique,"Ecole Freinet Hélène Boucher - Former des citoyens cultivés. Telle est le but de cette école qui a adopté il y a plus de 10 ans la pédagogie Freinet. Plus de note, mais une vérification des acquis et des exercices basés sur l'expression libre des enfants.",tour,education
Des biens communs au menu,,50.6870537,3.1675124,,,http://www.tourdefrancedesalternatives.fr/alternatives/restaurant-qui-fabrique-des-biens-communs/ - http://www.cooperativebaraka.fr/-Fabrique-de-biens-communs-,"Coopérative Baraka - En plus de servir des repas frais et sains, le restaurant Baraka ambitionne de devenir une fabrique de biens communs. Cette coopérative qui veut être un lieu de rencontres ouvert sur le quartier met le marchand au service du non-marchand en facilitant l’émergence d'initiatives à destination des riverains.",tour,eat
L’épicerie dont vous êtes le héros,,48.8912811,2.3415389,,,http://www.tourdefrancedesalternatives.fr/alternatives/lepicerie-dont-vous-etes-le-heros/ - http://www.lindependante.org/,"L'Indépendante - A L'indépendante, les clients décident ensemble des achats, mettent en rayon et encaissent eux-mêmes. Créée il y a presque 2 ans, cette épicerie autogérée permet à ses adhérents d'acheter des produits sains à des prix abordables tout en expérimentant collectivement une alternative au supermarché.",tour,eat economy
Immersion dans un quartier en transition,Paris,48.891304,2.3529868,,,http://www.tourdefrancedesalternatives.fr/alternatives/immersion-quartier-en-transition/ - http://quartiersentransition.wordpress.com/,"Quartier en transition - Inventer des villes résilientes, autonomes et conviviales en s'appuyant sur les initiatives concrètes portées par les habitants. Telle est la philosophie des villes en transition, mouvement né en Angleterre face à la double nécessité de s'adapter au changement climatique et au pic pétrolier à venir et dont le mot d'ordre se résume en un mot : Agir !",tour,politics
La boulangerie qui n’avait pas de patron,Montreuil,48.8616028,2.4338007,,,http://www.tourdefrancedesalternatives.fr/alternatives/boulangers-autogeres/ - http://goo.gl/3zrRA,"La conquête du pain - Dans les milieux libertaires, l'autogestion est souvent discutée mais trop peu appliquée. Pas de chef, des salaires égaux et des décisions prises par tous en assemblée générale, l'équipe de <em>La conquête du pain</em> met en pratique depuis trois ans les principes autogestionnaires. Ils voient leur boulangerie comme un expérimentation au service de la transformation sociale.",tour,eat
L’éducation populaire au service de la finance solidaire,Paris,48.8408089,2.3881834,,,http://www.tourdefrancedesalternatives.fr/alternatives/leducation-populaire-au-service-de-la-finance-solidaire/ - http://www.cigales.asso.fr/,"Les Cigales - Les Cigales, des groupes de particuliers désireux de s'engager socialement, mettent leur épargne en commun et l'investissent dans des entreprises locales et solidaires. Ils ne se contentent pas d'apporter un soutien financier aux entrepreneurs, ils les accompagnent dans leurs démarches administratives et financières, mettant ainsi l'éducation populaire au service de la finance solidaire.",tour,economy
Echange pieds de tomates contre cours d’informatique,Fontenay-sous-Bois,48.8515434,2.4759071,,,http://www.tourdefrancedesalternatives.fr/alternatives/echange-tomates-contre-informatique/ - http://www.selvf.fr,"SEL du Val de Fontenay - Échanger sans dépenser d'euros. C'est ce que permettent les systèmes d'échange locaux (SEL), sorte de troc amélioré basé sur l'entraide entre les habitants d'un territoire. Les membres s'échangent biens et services divers tout en recréant du lien social, comme ici à Fontenay (94).",tour,object
Donner une seconde vie aux objets,Paris,48.8649521,2.3742132,,,http://www.tourdefrancedesalternatives.fr/alternatives/donner-seconde-vie-objets/ - http://www.lapetiterockette.org,"La Petite Rockette - Collecter des objets destinés à la poubelle, les remettre en état et les revendre à bas prix dans un magasin solidaire, tel est le quotidien des anciens squatteurs de la Petite Rockette. Mais cette activité de ressourcerie n'est qu'un prétexte pour resserrer les liens sociaux dans leur quartier.",tour,object
L’école de la démocratie,Paris,48.8348389,2.2918458,,,http://www.tourdefrancedesalternatives.fr/alternatives/ecole-de-la-democratie/ - http://www.l-a-p.org,"Lycée autogéré de Paris - Le lycée autogéré de Paris expérimente depuis 30 ans des méthodes de pédagogie alternatives. Ensemble, professeurs et élèves, pour la plupart en décrochage scolaire, décident de tous les aspects de la vie de l'établissement, de l'allocation du budget à l'organisation du quotidien. Reportage dans ce lycée pas comme les autres. ",tour,education
